addressId-street_segId,location
901399-677,Q ST NW @ 1ST ST NW
811651-9998,100 BLK T ST NE
43836-6065,2900 26TH ST NE
237729-9169,301 NEW YORK AVE NW
911253-3108,6TH & G ST NW
264448-11620,4700-4800 BLK WISCONSIN AVE NW
811595-9954,700 DIVISION AVE NE
903893-702,46TH ST NW @ BRANDYWINE ST NW
906549-800,COLUMBIA RD AND ONTARIO RD NW
800810-596,2500 FAIRLAWN AVE SE
310086-6467,3700 BENNING RD NE
810552-9034,200 CARROLL ST E/B NW
800453-380,1000 23RD ST NW
906211-9309,ARIZONA & CANAL RD NW
238950-10108,600 5TH ST NW
903629-1449,GALLOWAY ST AT SOUTH DAKOTA AVE NE
242764-2831,1000 U ST NW
905843-6463,K ST NE @ 9TH ST NE
804601-3968,1400 NEAL ST NE
901756-1511,12TH & MASS AVE NW
807364-6316,1700 INDEPENDENCE AVE SW
237210-3485,400 BLK FLORIDA AVE NW
291700-1681,1200 PENN AVE NW
903051-3998,WESTERN AVE @ WISCONSIN AVE NW
33069-8739,3600 ELY PL SE
904083-423,6TH ST NE @ FLORIDA AVE NE
904630-7135,37TH ST NW @ W PL NW
910972-12509,P ST NE @ FLORIDA AVE NE
805002-4317,500 14TH ST SE
229540-11037,2100 2ND ST NW
906667-1712,18TH STREET & T STREET SE
901728-626,MINNESOTA & WHITE PL SE
903849-2594,E/B MONROE @ CLINTON ST NE
904050-343,16TH AND PARK RD NW
802260-1876,2500 SHERIDAN RD SE
813623-11729,2000 16 ST NE
809653-8244,500 TUCKERMAN NW
806419-5516,E/B 900 RI AVE NW
901931-901,NEW HAMPSHIRE AVE NW @ GEORGIA AVE*
900950-206,16TH ST NW @ NORTH PORTAL DR NW
904827-2866,14 ST & W ST SE
301590-2846,700 F ST NW
900031-487,COLUMBIA RD & HARVARD ST NW
800940-791,1500 BLADENSBURG RD NE
286616-11236,2100 NEW YORK AVE NE
311750-6384,600 H ST NE
220667-7645,3600 CONNECTICUT AVE NW INSIDE N/B
900722-3510,K ST NW @ CONNECTICUT AVE NW
54484-8820,1900 16TH ST SE
900841-104,EASTERN AVE @ BUNKER HILL RD NE
802823-2313,4300 TEXAS AVE SE
906284-763,PARK RD NW @ 14TH ST NW
801811-1504,1100 18TH ST NW
809084-7779,3000 BLK FOXHALL RD NW S/B
905124-6391,3RD & PENNSYLVANIA AVE SE
904003-4111,BRANCH AVE & CAMDEN ST SE
40679-11720,3100 24TH ST SE
307170-14208,1100 4TH ST SW FRONT S/B
5843-8803,600 RIDGE RD SE
803602-3098,1400 MINNESOTA AVE SE
906049-10717,14TH ST & V ST SE
243618-1319,5000 NORTH CAPITOL ST NW
226311-5108,1619 CORCORAN ST NW
902176-1111,MLK AVE @ ALABAMA AVE SE
279529-12950,2100 M ST NW
245-6306,700 10TH ST NE
901144-398,H ST NW @ 18TH ST NW
60554-11347,1600 NEW YORK AVE NE
147148-4994,4517 S CAPITOL ST SW
901690-590,5TH STREET & LEBAUM ST SE
901936-908,TENNYSON ST & WESTERN AVE NW
800113-95,100 INDEPENDENCE AVE SW
906890-8124,N ST NE @ NEW YORK AVE NE
243093-5855,1400 RHODE ISLAND AVE NW
903042-81,FLORIDA AVE NW @ RHODE ISLAND AVE *
805460-4686,14 C ST SW
802485-2194,2700 PENNSYLVANIA AVE SE
813619-11726,2500 K ST NW
900349-709,12TH ST & PENNSYLVANIA AVE SE
293198-554,1300 PA AVE NW
155991-5638,33 RIGGS RD NE
149686-959,4600 BENNING RD SE
904121-55,K ST NW @ 21ST ST NW
13181-5144,5112 BROOKS ST NE
900845-110,14TH ST AND F ST NE
900807-82,E ST AT NJ AVE NW
236093-7005,2810 ADAMS MILL RD NW
902002-965,PENNSYLVANIA & 9TH ST SE
808578-7343,1300 BLK POTOMAC AVE SE
904141-4389,SHERMAN AVE & IRVING ST NW
913922-6185,S CAPITOL & M ST SW
284650-3724,3400 BLK IDAHO AVE NW
223994-10268,4400 MASSACHUSETTS AVE NW
240812-7819,1200 U ST NW
239976-3449,2000 14TH ST NW
223014-4568,4100 BLK WISCONSIN AVE NW
801836-1693,300 BUCHANAN ST NW
905563-1883,11TH & H ST NW
801778-1479,500 9TH ST NW
240434-9984,1835 14TH ST NW
904662-359,SAVANNAH ST & CONGRESS ST SE
903272-872,1ST ST SW @ N ST SW
905310-6941,SB MAINE AVE AND 7TH ST SW
902773-2181,GEORGIA AVE NW @ IRVING ST NW
807035-6029,1200 11TH ST NW
53121-12245,2000 MISSISSIPPI AVE SE
903592-3505,10TH & F ST NW
906164-8778,T ST NW @ 14TH ST NW
902924-916,OGLETHORPE @ 6TH ST NE
803955-3238,700 MARYLAND AVE NE
813150-11305,1900 NEW HAMPSHIRE AVE NW
291848-9529,3700 NORTH CAPITOL ST NW
901651-549,50TH ST SE @ BASS PL SE
807726-6627,3200 23RD ST SE
901373-499,WISCONSIN AVE NW @ BRANDYWINE ST NW
221854-1316,4400 36 ST NW
293251-10325,700 PENNSYLVANIA AVE NW
50616-13028,2204 MLK AVE SE
46705-12205,2500 MINNESOTA AVE SE
902675-2021,GARFIELD ST NW @ 32ND ST NW
912870-11502,24TH ST NW @ K ST NW
808492-7268,1100 DELAWARE AVE SW
279939-9896,800 6TH ST NW
906771-567,14TH ST & GALLATIN ST NW
905669-5490,NANNIE HELEN BURROUGHS AVE NE @ DI*
905460-5984,44TH ST NW @ YUMA ST NW
801145-969,2200 SHERMAN AVE NW
296123-9135,2681 DOUGLASS RD SE
814574-12562,2000 BENNING RD NE
905012-11371,G ST E/B AT 6TH ST NW
906714-791,BLADENSBURG RD NE @ 17TH ST NE
230985-4552,1000 BLK PARK RD NW
264349-320,5100 CONNECTICUT AVE NW
902933-2413,HALF ST SW @ I ST SW
149820-8449,1200 SUMNER RD SE
814178-12219,1000 MICHIGAN AVE NE
309437-2331,1400 U ST NW
812333-10595,1400 FLORIDA AVE NW
906942-298,9TH ST NE @ V ST NE
294963-6707,1000 RHODE ISLAND AVE NW
811838-10152,2300 GEORGIA AVE NW
901137-393,WISCONSIN AVE AT VANNESS ST NW
905709-3749,N/B 14TH @ EUCLID ST NW
806258-5380,1600 P ST NW
907853-5355,EASTERN AVE & KANSAS AVE NE
903676-1845,16TH & Q ST NW
902252-1198,VAN NESS ST & CONNECTICUT AVE NW
307352-1875,700 2ND ST NE
902189-1121,N ST NW @ 35TH ST NW
303109-13794,1500 SOUTH CAPITOL ST SE
901367-491,P ST AT 5TH ST NW
807542-6467,3600 BENNING RD NE
908309-1294,S/B 15TH @ BELMONT ST NW
912872-1273,23RD ST NW @ VIRGINIA AVE NW
806143-5272,2000 MINNESOTA AVE SE
905382-4806,4TH AND I ST NW
902982-2505,E ST SE @ TEXAS AVE SE
295479-5714,4600 BLK SHEPHERD PARKWAY SW
900573-48,17TH ST NW @ S ST NW
808159-6991,300 SECOND ST NE
804465-3851,2300 BENNING RD E/B NE
904042-4177,16TH ST NW @ S ST NW
801696-1411,1900 CONSTITUTION AVE NW
11757-6025,5200 EAST CAPITOL ST NE
42696-28,300 3RD ST NE
285995-5123,F/O 1260 4TH ST NE
806281-5400,100 T ST NW
904338-6004,11TH ST SE @ D ST SE
905670-4353,MONTANA AVE NE @ BRYANT ST NE
901561-1411,W/B CONSTITUTION AVE @ 19TH ST NW
903435-3069,48TH ST AND W ST NW
901253-2241,FESSENDEN ST NW @ CONNECTICUT AVE *
252973-5956,5200 GEORGIA AVE NW
804593-3961,400 F ST NW
903688-3631,NEW HAMPSHIRE AVE & BLAIR RD NE
800221-185,1500 MAINE AVE SW
902594-1881,BLAIR RD NW @ KANSAS AVE NW
814010-12070,3100 NEWTON ST NE
903209-2727,WEST BEACH DR NW @ SUDBURY LN NW
286778-1384,2300 REYNOLDS PL SE
288132-4813,4200 NANNIE HELEN BURROUGHS AVE NE*
801471-1087,2300 SHERMAN AVE NW
901803-2223,14TH ST & ARKANSAS AVE NW
72275-7233,1200 6TH ST NE
907274-508,KANSAS AVE & SHEPHERD ST NW
809674-8259,5200 ILLINOIS AVE NW
273952-10279,2401 PENNSYLVANIA AVE NW
74599-10098,1100 H ST NE
291739-13240,1400 INDEPENDENCE AVE SW
904903-1307,S CAPITOL @ ATLANTIC ST SE
901053-302,MASSACHUSETTS AVE NE @ D ST NE
813258-11398,200 H ST NW
254-10416,700 51ST ST NE
294269-1936,1500 HARVARD ST NW
65283-1266,1400 GOOD HOPE RD SE
905319-1801,14TH ST @ MERIDIAN PL NW
905819-827,MACOMB ST NW @ 39TH ST NW
906067-1662,W/B BENNING RD @ 42ND ST NE
56133-9280,1800 BENNING RD NE
912750-6650,395 & 4 ST SW
900628-1839,17TH & I ST NE
241742-10208,1700 MASSACHUSETTS AVE NW
900137-6219,4TH ST NE @ LINCOLN RD NE
911721-13974,2ND ST NE @ FLORIDA AVE NE
801167-988,4800 14TH ST NW
302225-8919,1900 Q ST NW
232175-589,3600-3700 BLK NEW HAMPSHIRE AVE NW
801379-1232,600 MAINE AVE E/B SW
279940-12836,800 7TH ST NW
902457-1680,E/B PORTER ST AT 35 ST NW
809855-8420,2300 25TH ST SE
307878-9955,1500 17TH ST NW
801298-1274,2300 VIRGINIA AVE NW
906688-6032,22ND & P ST NW
810066-8611,700 HARVARD ST NW
307264-12819,1200 BRENTWOOD RD NE
70716-8319,1225 OTIS ST  NE
287272-7178,2800 ALABAMA AVE SE
263999-8707,5545 CONN AVE NW
800859-641,1700 P ST NW
815377-13271,1500 GOOD HOPE RD SE
904978-5825,5TH & MA AVE NW
809965-8523,1400 HOWARD RD SE
151680-1573,700 MALCOLM X AVE SE
901559-1409,PINEY BRANCH & GEORGIA AVE NW
903329-1183,3RD ST NW @ QUACKENBOS ST NW
272925-880,1675 WISCONSIN AVE NW
805587-4791,4500 RENO RD NW
906290-9562,2ND ST @ ELM ST NW
802872-2357,200 3RD ST SW
902459-1681,PENNSYLVANIA AVE NW @ 12TH ST NW
801207-1020,N/B 5300 32ND ST NW
904465-4776,MT PLEASANT & KILBOURNE PL NW
813861-11941,4700 WESTERN AVE NW
246033-10882,5200 NEW HAMPSHIRE AVE S/B NW
902551-1562,13TH AND SPRING RD NW
902643-1967,12TH ST NW @ VERMONT AVE NW
901867-790,12 AND K ST SE
273318-2865,3600 RESERVIOR RD NW
903452-3004,18TH ST NW @ N ST NW
805912-5061,1800 P STREET NW
308923-11236,1850 NEW YORK AVE NE
906374-6519,A ST & 6TH ST SE
288186-12289,4400 BENNING RD NE
901789-1182,GEORGIA AVE NW @ KENNEDY ST NW
900980-231,16TH ST NW @ FORT STEVENS DR NW
45388-6192,2700 32ND ST SE
903847-2900,SARATOGA AVE & BRENTWOOD RD NE
900214-1277,WOODLEY RD NW @ 36TH ST NW
900394-1355,WISCONSIN AVE NW @ PORTER ST NW
807732-6633,2100 E ST NW
903640-3561,WEBSTER ST & NEW HAMPSHIRE AVE NW
291713-10460,200 INDEPENDENCE AVE SW
901275-1264,K ST AT 10TH ST NW
809255-7927,400 CONDON TER SE
223065-2730,3000 MASSACHUSETTS AVE NW
276679-1163,600 BLK M ST SW
272497-8901,3400 P ST NW
242355-1524,600 23RD ST NW
902475-130,CONNECTICUT AVE & DAVENPORT ST NW
906377-1359,N/B 15TH @ FULLER ST NW
232393-2759,719 EUCLID ST NW
814978-12913,1200 13TH ST NW
907376-3372,1ST PL NE @ RIGGS RD NE
903976-4065,ARIZONA AVE NW @ MACARTHUR BLVD NW
906402-1804,RHODE ISLAND AVE NW @ 14TH ST NW
809754-8331,1800 WEST VIRGINIA AVE NE
803503-3006,N/B 1400 36TH ST NW
235054-745,1900 CONNECTICUT AVE NW
60561-9852,1600 TRINIDAD AVE NE
300968-4837,5300 GEORGIA AVE NW
902387-1583,VEAZEY ST NW @ WISCONSIN AVE NW
76079-678,100 FOURTH ST SE
900734-14,6TH ST NW @ INDIANA AVE NW
904198-5343,49TH ST NE @ JAY ST NE
310527-580,6100 NEW HAMPSHIRE AVE NE
802021-1622,2100 BLK WISCONSIN AVE NW
803845-3146,N/B 3800 S DAKOTA AVE NE
306304-763,S/B 3100 BLK 14TH ST NW
276613-1113,400 C ST SW
809007-7711,5800 GEORGIA AVE NW
295811-10335,500 NJ AVE NW
286018-791,1300 BLADENSBURG RD NE
903659-3599,8TH ST NE @ F ST NE
907808-10602,ROCK CREEK CHURCH RD NE @ RIGGS RD*
901810-759,E ST NW @ 15TH ST NW
146170-2623,132 MICHIGAN AVE NE
904187-4481,B ST @ MINNESOTA AVE SE
808433-7221,3700 D ST SE
802812-2303,400 H ST NW
809906-8466,100 BLK FRANKLIN ST NE
804511-3889,N/B 4100 12TH ST NE
900946-203,4TH & MASS AVE NW
802863-2349,1400 18 ST NW
301972-10324,1200 E ST NW
243409-11599,1000 F ST NW
241151-7150,1800 18TH ST NW
236261-1807,1845 HARVARD ST NW
238358-11495,1100 NEW JERSEY AVE NW
226121-1845,1600 Q ST E/B NW
903574-3449,14TH & V ST NW
807221-6189,1300 MOUNT OLIVET RD NE
5825-10789,600 I ST NE
271496-12103,4700 RESERVOIR RD NW
148186-10691,2952 2ND ST SE
299901-8583,200 FLORIDA AVE NW
908298-9577,SOUTH CAROLINA AVE SE @ 4TH ST SE
907017-4805,17TH ST & INDEPENDENCE AVE SE
40717-43,3100 SOUTH DAKOTA AVE NE
246989-8296,600 HAMILTON ST NW
222742-7548,N/B 4200 37TH ST NW
907043-526,18TH ST NW @ S ST NW
804205-3627,1800 Q ST NW
903929-3899,SARGENT AND GALLATIN ST NE
242481-,W/B 2141 K ST NW
263862-8257,5600 CONNECTICUT AVE NW
305382-10458,1100 U ST NW
307156-14208,1101 4TH ST SW FRONT S/B
803656-3275,100 3RD ST NW
810578-9058,4800 MASS AVE NW
903638-3558,5TH ST NW @ CRITTENDEN ST NW
905860-8199,Q ST @ MASSACHUSETTS AVE NW
309171-1459,1155 KENILWORTH AVE NE
904942-5743,MASSACHUSETTS AVE NW @ DUPONT CIR *
906483-3430,4TH ST NE @ FRANKLIN ST NE
239117-1511,1111 MASSACHUSETTS AVE NW
76102-5970,100 NEW YORK AVE NE
807321-6281,3900 NEW HAMPSHIRE AVE NW
902138-4055,E/B FESSENDEN @ 41 ST NW
809748-8326,1100 BUCHANAN ST NW
910993-10423,E ST SE @ BENNING RD SE
903402-3008,S/B GEORGIA AVE @ FERN ST NW
802926-2405,1300 16TH ST NW
907429-4181,30TH ST @ BUENA VISTA TER SE
279978-2578,900 6TH ST NW
806760-5798,1500 22ND ST SE
279446-9137,1900 BLK 14TH STREET NW
240261-6436,1000 VERMONT AVE NW
806494-5581,2700 BLK BLADENSBURG RD NE
311478-7392,600 FRANKLIN ST NE
271384-12346,1400 FOXHALL RD NW
902126-2181,GEORGIA AVE NW @ COLUMBIA RD NW
252301-1391,4527 GEORGIA AVE NW
802051-1650,625 MARYLAND AVE SW
807845-6724,700 42ND ST NE
903453-545,DIVISION AVE NE @ EASTERN AVE NE
904925-4079,5TH STREET AT K ST NW
802200-1841,1600 BLK V STREET NW
905875-5312,S ST NW @ NEW JERSEY AVE NW
293243-657,50 MASS AVE NE
911329-12635,BRANCH & FRANKFORD ST SE
901360-485,GOOD HOPE RD SE @ 25TH ST SE
905540-5157,15TH ST NW @ T ST NW
804288-3699,100 2ND ST SE
148155-1444,1659 W ST SE
901146-399,4TH ST NE @ G ST NE
902034-1007,V ST @ 11TH ST NW
802468-2178,3400 EASTERN AVE NE
906926-7599,MICHIGAN AVE NE @ MONROE ST NE
906779-7171,FLORIDA AVE NW @ 17TH ST NW
300970-5749,600 14TH ST NW
800255-212,800 PENNSYLVANIA AVE SE
906062-8765,NEWTON PL @ NEW HAMPSHIRE AVE NW
904928-5527,16TH ST NW @ KALMIA RD NW
242068-8033,2101 NEW HAMPSHIRE AVE NW
902139-4055,42ND ST NW @ FESSENDEN ST NW
900358-720,NEBRASKA AVE & RITTENHOUSE ST NW
903471-3275,3RD ST @ MADISON DR NW
900949-206,16TH ST NW @ PORTAL DR NW
904413-4703,PRIMROSE RD NW @ WEST BEACH DR NW
900382-746,15TH ST NW @ MASSACHUSETTS AVE NW
230904-11889,3400 13TH ST  NW
906450-4988,SOUTH DAKOTA AVE NE @ HAMILTON ST *
151690-2015,800 MALCOLM X AVE SE
300627-4845,500 NEW YORK AVE NW
802479-2188,1000 17TH ST NE
902682-2032,BENNING RD NE @ 17TH ST NE
903106-2637,20TH & BUNKER HILL RD NE
43837-7517,2900 2ND ST SE
816000-14265,3100 BLK N CAPITOL ST NW SB
901339-2125,M ST AND 34TH ST NW
156345-6794,1300 PENNSYLVANIA AVE SE
907143-1974,4TH & R ST NW
808465-7244,800 BLADENSBURG RD NE
800692-727,5100 GEORGIA AVE NW
900503-1235,WISCONSIN AVE NW @ RIVER RD NW
228661-5502,3600 PARK PL NW
904953-5763,NEW JERSEY @ H ST NW
72009-5997,F/O 1205 GOODHOPE RD SE
806346-5456,1500 RHODE ISLAND AVE NE
803753-3358,I 295 7TH ST RAMP SE
906372-3504,15TH ST & NORTH CAROLINA AVE NE
62539-,1500 ALABAMA AVE SE
803045-2745,6500 GEORGIA AVE NW
904089-4300,M ST SW @ 1ST ST SW
906102-8927,11TH & RHODE ISLAND AVE NW
905989-5444,16TH ST AND T ST NW
913738-14514,INDEPENDENCE @ WEST BASIN DR SW
902959-2457,NEW HAMPSHIRE AVE NW @ PARK RD NW
812834-11033,3800 9 ST SE
800030-29,1200 4TH ST NE
81671-13227,900 RIDGE RD SE
904106-4338,P ST NW @ DUPONT CIR NW
223265-1618,4600 CONNECTICUT AVE NW
800282-233,100 C STREET SE
308409-6160,900 3RD ST SE FRONT S/B
82900-5882,955 V ST NE
804702-4053,1800 1ST ST NW
902558-1840,ASPEN ST NW @ 5TH ST NW
220326-10874,3200 GARFIELD ST WEST BOUND NW
911148-7195,CONNECTICUT AVE AND OLIVER ST NW
813924-11994,600 RHODE ISLAND AVE NW
903836-1852,8TH & G ST SE
905486-7967,17TH ST NW @ F ST NW
901109-361,NEW HAMP AVE @ 17TH ST NW
303613-6460,1101 25TH ST NW
804558-3931,3800 FORT DRIVE NW
904261-4541,16TH ST NW @ FLORIDA AVE NW
813917-11987,800 13TH ST NW
902815-2221,EUCLID ST AND 16TH ST NW
298252-173,10 THOMAS CIRCLE NW
65280-14605,1400 FLORIDA AVE NE
265898-12148,5200 WISCONSIN AVE NW
812026-10320,1200 20TH ST NW
300874-736,900 BLK OHIO DR SW
307106-11968,1600 14TH ST NW
900938-196,17TH ST @ RHODE ISLAND AVE NW
904963-3076,W/B TAYLOR ST @ ARKANSAS AVE NW
42480-8711,300 A ST SE
307820-6945,5000 16TH ST NW
901180-432,10TH ST NE @ PERRY ST NE
900696-2053,MARTIN L KING JR AVE @ EATON RD SE
218689-8634,600 FLORIDA AVE NW
901456-1637,INGRAHAM & ILLINOIS AVE S/B NW
907722-732,15TH ST & NEW YORK AVE NW
813606-11714,700 H ST NW
902399-1593,E/B VAN NESS ST AT 38TH ST NW
906899-5964,17TH ST NW @ L ST NW
303037-6350,100 IRVING ST NW
285734-8042,1000 FLORIDA AVE NE
801325-1294,1400 BELMONT ST NW
273707-5065,3300 M ST NW
811566-9926,5000 CENTRAL AVE SE
266331-1356,4300 MASSACHUSETTS AVE NW
265944-9405,5300 WISCONSIN AVE NW
148202-5060,2410 HARTFORD ST SE
254376-4049,810 MISSOURI AVE NW
815314-13213,500 5TH ST SE
294831-8388,3700 GEORGIA AVE NW
53089-1231,200 MARYLAND AVE NE
149973-5654,14 RHODE ISLAND AVE NE
906791-12543,INTERSTATE 295 @ PENN AVE NB SE
815279-13183,1100 BELLVUE ST SE
68762-10531,1300 K ST SE
241712-7386,1602 17TH ST NW
222965-3811,4300 WISCONSIN AVE NW
285909-10369,1200 BLK E CAPITOL ST NE
300823-12490,1200 H ST NW
905005-6016,18TH & CONSTITUTION AVE NW
53112-6562,2000 C ST NE
906695-5677,L ST NW @ 13TH ST NW
802614-1995,3000 VAN NESS ST NW
257384-3223,1300 VAN BUREN ST NW
28333-12656,400 M ST NE
904040-4173,N HAMPSHIRE & EASTERN AVE NE
805432-4662,1100 26TH ST NW
905172-1380,48TH ST AND V ST NW
902685-2035,NEW HAMPSHIRE AVE @ UPSHUR ST NW
804014-3407,200 PENNSYLVANIA AVE NW
806194-5318,1800 BLADENSBURG RD NE
302697-8260,1100 MAINE AVE SW
807701-6611,100 CONSTITUTION AVE NE
218758-1682,800 17TH ST NW
240269-,1400 K ST NW
235134-9944,2200 19TH ST NW
804217-3638,500 49TH ST NE
913002-10697,INDEPENDENCE AVE SW @ 9TH ST SW
300816-6467,3300 BENNING RD NE
902266-1215,9TH AND H ST NW
278152-8532,2400 MARTIN LUTHER KING JR AVE SE *
294539-4029,2200 MINNESOTA AVE SE
800338-287,100 INDEPENDENCE AVE SE
903586-3498,FLORIDA AVE @ CONNECTICUT AVE NW
307752-3030,600 15TH ST NW
811695-10029,2200 Q ST SE
900577-3246,14TH ST & GALLATIN ST NE
284843-6379,4200 MILITARY RD NW
902923-2398,GEORGIA AVE AT DECATUR ST NW
808761-7502,200 8TH ST NE
803709-3320,13 G ST NE
807758-6652,3800 8TH ST SE
905960-508,GEORGIA AVE AT SHEPHERD ST NW
226299-5108,1624 CORCORAN ST NW
902170-1107,4TH ST SE @ BRANDYWINE ST SE
803958-3241,2000 4TH ST NW
251285-1840,500 ASPEN ST W/B NW
903264-2797,LMC @ HENRY BACON DRIVE NW
906489-10606,SOUTH CAPITOL ST & N ST SW
285039-186,5000 MACARTHUR BLVD
223187-7645,3701 CONNECTICUT AVE NW
902877-2327,14TH ST NW @ S ST NW
813605-11713,7800 GEORGIA AVE NW
900348-709,11TH ST & PENNSYLVANIA AVE SE
904931-2129,KENNEDY @ 3RD ST NW
291852-5354,7100 GEORGIA AVE N/B NW
906907-421,14TH ST NW @ COLORADO AVE NW
234183-9196,2400 14TH ST NW
901849-772,7TH ST NW @ PENNSYLVANIA AVE NW
272892-880,1600 WISCONSIN AVE NW
901166-418,FORT TOTTEN DR NE @ GALLATIN ST NE
809751-8328,400 RHODE ISLAND AVE NW
811205-9600,10 FIRST ST SW
226384-1383,1200 9TH ST NW
813371-11502,1000 24TH ST NW
901995-957,CENTRAL AVE SE @ 52ND ST SE
905756-2331,U ST NW @ 15TH ST NW
904279-3644,RHODE ISLAND AVE NE @ MONROE ST NE
149701-11069,100 MARYLAND AVE NE
807046-6040,2800 ORDWAY ST NW
5839-1588,600 PENNSYLVANIA AVE SE
250534-4359,6200 7TH ST NW
901870-794,NEBRASKA AVE NW @ ALBEMARLE ST NW
902493-1336,W/B RIGGS RD @ OGLETHORPE ST NE
902986-2511,EADS ST NE @ 56TH ST NE
911128-1281,SHERMAN AVE NW @ MONROE ST NW
813802-11890,2900 MASSACHUSETTS AVE NW
904919-5703,CENTRAL AVE NE @ BENNING RD NE
150759-10012,3800 S CAPITOL ST SE
903458-3126,13TH ST @ GOOD HOPE RD SE
302176-717,1200 RHODE ISLAND AVE NE
905407-1344,S/B 34TH ST @ PROSPECT ST NW
802472-2181,3000 GEORGIA AVE NW
225744-2339,1530 15TH ST NW
900305-659,GEORGIA AVE & ASPEN ST NW
801744-1448,3241 22ND ST SE
234799-3278,1500 SPRING PL NW
284556-5540,3029 14TH ST NW
225413-9610,1400 9TH ST NW
900796-74,7TH ST NW @ MASSACHUSETTS AVE NW
905892-8319,12 & OTIS ST NE
902249-1195,W ST NW @ 15TH ST NW
908109-2464,4TH AND MCMILLAN DRIVE NW
909171-14153,KENILWORTH AVE NE @ NASH ST NE
803742-3349,2200 5TH ST NE
901168-422,WISCONSIN AVE NW @ GARRISON ST NW
812519-10761,800 VERMONT AVE NW
901164-52,13TH STREET & CLIFTON ST NW
902693-2059,1ST ST NW @ FLORIDA AVE NW
901796-1973,19TH ST & Q ST NW
815983-14523,300 L ST SE
814379-12390,12 CONSTITUTION AVE NW
902885-2336,M ST NW @ 21ST ST NW
813331-11466,1900 WISCONSIN AVE NW
812629-10856,900 INDEPENDENCE AVE SW
308463-12299,3000 STANTON RD SE
810352-8871,700 CONSTITUTION AVE NW
809504-8128,1300 CONSTITUTION AVE NW
908230-9468,7TH & MASSACHUSETTS AVE NW
302127-3950,6 H ST NW
901757-1512,K ST NW @ 16TH ST NW
809359-8003,1900 4TH ST NW
302240-9607,2200 18TH ST NW
815471-13537,1800 ALABAMA AVE SE
903212-1245,ELLICOTT ST NW @ WISCONSIN AVE NW
285129-9528,5200 MCARTHUR BLVD NW
906720-5163,12TH ST AND U ST NW
5831-1650,600 MARYLAND AVE SW
287154-7894,2627 STANTON RD SE
801711-1423,400 51 ST NE
266132-12440,4200 BLK RIVER RD NW
803057-2755,4100 WHEELER RD SE
905566-3853,16TH & D ST NE
816524-15576,1400 BLK NEW YORK AVE NE NE/B
903088-1666,WISCONSIN AVE NW @ FESSENDEN ST NW
813159-11313,1000 17TH ST NW
800192-163,600 BURNS ST SE
902479-1709,NORTH CAPITOL ST AT P ST NE
903872-2949,WINDOM @ WISCONSIN AVE NW
238899-8615,500 M ST NW
904087-4295,GEORGIA AVE NW @ GERANIUM ST NW
806232-5354,7200 GA AVE NW
74588-11361,1100 8TH ST SE
232292-2204,2500 GEORGIA AVE NW
812382-10631,2600 SOUTHERN AVE SE
805236-4489,600 CHESAPEAKE ST SE
901022-272,T PLACE & 22ND STREET SE
913330-9973,ANACOSTIA DR @ HOWARD ROAD SE
802495-2204,2400 GEORGIA AVE NW
31914-11273,3700 13TH ST NE
815147-13062,1500 Q ST E/B NW
901300-1551,18 AND WYOMING AVE NW
903906-3354,7TH ST SW @ G ST SW
808612-7376,4300 EASTERN AVE NE
904420-2538,H ST NE @ 5TH ST NE
241069-1656,1200 19TH ST NW
225452-12179,1100 BLK RHODE ISLAND AVE NW
900804-80,NO CAP ST & R ST NW
813734-11821,200 6TH ST NW
812506-10749,700 46TH ST SE
903759-3934,7TH ST SE @ M ST SE
900786-5,FLORIDA & FIRST ST W/B NE
276645-5683,4500 3RD ST SE
805680-4866,1100 U ST SE
806571-5644,4000 12TH ST W/B NE
46709-2432,E/B 2500 RI AVE NE
900647-8936,RESERVOIR RD @ 44 ST NW
807505-6438,1500 NEW JERSEY AVE NW
807739-6640,2100 LEROY PL NW
903729-3692,7TH & RI AVE NW
305812-10995,200 NEW YORK AVE NW
905461-5127,45TH ST NW @ YUMA ST NW
907221-1890,HAMILTON ST & FORT TOTTEN DR NE
903363-2943,N CAPITOL & MICHIGAN AVE NW
904604-1874,18TH AT COLUMBIA RD NW
65066-12105,1400 MONROE ST NE
279976-7180,900 15TH ST NW
907101-2198,5TH ST NW @ RANDOLPH ST NW
33055-8792,3600 12TH ST NE
904140-1002,SHERMAN AVE NW @ COLUMBIA RD NW
58019-1444,1700 W ST SE
808887-7610,1000 NEW JERSEY AVE NW
816202-,400 LEFANT PLAZA SW
219706-6108,2900 TILDEN ST NW
810964-9401,1200 CONNECTICUT AVE NW
48967-2250,2300 PENNSYLVANIA AVE SE
150123-1444,1737 W ST SE
812162-10438,300 C ST NW
908114-11469,9TH & I ST NW
814508-12506,100 49TH ST NE
291167-11728,E/B 2100 I ST NW
266875-6725,4700 MASS AVE NW
903871-3811,WARREN ST AT WISCONSIN AVE NW
900389-752,W/B NEBRASKA @ UTAH AVE NW
908172-2066,RIGGS RD @ SOUTH DAKOTA AVE NE
225596-7314,1507 9TH ST NW
805731-4916,1300 P STREET NW
807130-6109,600 12TH ST NW
56163-10486,1800 RHODE ISLAND AVE NE
903473-3276,PUERTO RICO AVE NE @ TAYLOR ST NE
907810-12519,16TH & KENNEDY ST NW
236949-5250,17 N ST NW
908090-10764,N/B BEACH DR @ SHERRILL DR NW
801250-1195,2300 15TH ST NW
301048-8947,3200 BENNING RD NE
